11,'lr','j','ppy'
1,'t','zvb','ner'
3,'z','zs','f'
11,'cyr','t','t'
9,'tv','muq','vj'
10,'gk','h','cz'
4,'zuj','ypp','y'
11,'ku','n','brm'
5,'rdf','dv','rw'
1,'c','w','r'
6,'wb','f','zs'
10,'jbn','h','b'
5,'n','s','vv'
4,'c','gj','xxt'
9,'j','up','rdp'
4,'q','fxs','fsy'
9,'zfw','ag','nfv'
9,'ei','g','jl'
9,'plo','ymi','h'
1,'hki','by','tkd'
5,'icz','b','vw'
8,'u','ej','yq'
11,'zma','z','z'
5,'d','f','hpl'
5,'va','dam','qc'
11,'x','i','ipz'
3,'h','kqa','tv'
5,'x','jqt','abs'
7,'mq','cit','kq'
5,'rt','q','an'
7,'v','q','q'
11,'fmj','tnc','dox'
8,'yc','ip','wjh'
11,'tf','iva','vbl'
4,'d','x','ot'
9,'pe','jl','fa'
7,'cpz','c','f'
10,'j','vbl','bnl'
9,'oqh','d','f'
10,'f','ev','ktu'
1,'s','onp','r'
9,'rl','tm','f'
9,'kt','exn','wjf'
3,'wi','b','qxj'
7,'v','am','wl'
6,'n','zl','lc'
7,'ts','wyq','xq'
3,'tm','bc','wja'
1,'m','pq','fue'
5,'bcq','w','kjc'
5,'ddl','qxe','me'
8,'wja','hy','j'
2,'ht','xg','lyx'
7,'ip','wp','ac'
3,'dyg','fy','neq'
3,'md','bm','tnu'
7,'gmb','ron','z'
4,'ovz','syr','nnh'
3,'r','td','i'
3,'wno','es','j'
5,'nqq','wer','fx'
3,'f','mf','tk'
6,'vgl','pio','qgd'
7,'s','vbl','vqj'
2,'qs','xtz','pd'
1,'w','r','j'
1,'gm','vu','dq'
11,'bto','b','q'
7,'ij','a','k'
9,'fie','n','uy'
11,'nq','i','w'
1,'o','l','c'
1,'qx','tix','v'
8,'m','x','gn'
5,'qi','qs','lmf'
4,'t','i','s'
8,'ni','sob','vg'
6,'vj','a','z'
5,'zt','qz','np'
4,'iv','irv','zq'
9,'xj','dxu','tbh'
1,'ve','i','x'
3,'jd','mf','syj'
7,'ywo','ore','eb'
8,'qo','eh','hw'
7,'f','lf','ba'
7,'xg','szx','we'
9,'cu','qa','dh'
6,'x','bqx','gzh'
8,'aj','jy','h'
5,'xy','c','v'
9,'rr','ud','wj'
6,'nfj','hx','m'
7,'q','m','j'
4,'w','xcm','x'
1,'e','kg','tt'
6,'n','b','ozz'
11,'uo','dms','ny'
10,'c','t','osv'
1,'kpj','vq','l'
11,'drg','ws','ft'
11,'tx','d','bk'
11,'ryk','guy','rzg'
8,'z','mv','ov'
5,'cd','ci','sh'
9,'c','rl','xan'
9,'i','q','m'
9,'dg','fue','ecn'
1,'bp','ur','vnc'
6,'v','dur','f'
5,'o','k','js'
3,'rf','vg','ffo'
11,'oo','z','lr'
9,'jc','ohu','nxb'
3,'x','vc','ym'
4,'wg','jin','zwp'
11,'kj','mw','pdv'
10,'rn','h','ijj'
5,'mta','bqq','ac'
5,'c','iup','uq'
10,'gg','wt','txz'
2,'hhy','pq','vkz'
10,'i','d','c'
7,'jxj','v','l'
6,'qw','rw','pk'
9,'y','m','qe'
4,'l','bm','xy'
11,'aef','vs','ixg'
9,'yrs','gm','fjs'
4,'ow','ogr','kxv'
1,'rs','nv','jo'
6,'gyu','h','u'
10,'jb','bfe','vs'
2,'p','jvf','f'
2,'rhx','g','mu'
3,'f','gl','vt'
10,'las','hu','y'
3,'pu','e','tq'
4,'v','b','ph'
5,'mrj','ja','nws'
7,'geb','qcn','jkg'
7,'gj','gz','x'
9,'qd','v','x'
9,'v','edv','e'
6,'du','ulu','h'
7,'kg','c','qn'
3,'qj','m','wcx'
9,'vi','w','j'
5,'t','u','gb'
9,'rsj','t','m'
10,'qn','wmc','nkp'
1,'cg','d','p'
8,'a','a','r'
10,'xj','npc','yzd'
2,'lzj','y','xxo'
7,'tju','rj','f'
1,'xr','bj','ym'
11,'en','deh','j'
11,'ap','t','rda'
1,'jcd','mde','q'
8,'o','yg','gl'
9,'w','zk','lfw'
2,'hcp','m','zw'
10,'q','sbs','ar'
2,'nj','pg','s'
6,'eo','wbr','sfi'
3,'bna','hu','i'
2,'xob','cp','mf'
1,'m','q','efi'
1,'oi','z','zqo'
11,'kr','zf','lrp'
11,'vkd','me','wf'
4,'ym','o','d'
6,'fzi','pg','pdq'
6,'pj','sf','aow'
8,'q','g','xaa'
1,'eqo','r','pf'
2,'mz','fx','m'
9,'qs','ofv','f'
3,'cs','vec','g'
2,'sea','wqb','fka'
7,'k','fqt','nfl'
1,'lu','hyx','oz'
2,'ruf','d','rq'
5,'ypr','fh','c'
1,'qf','nr','kvg'
8,'kd','f','vmm'
3,'y','f','zsr'
6,'peu','pct','ee'
1,'m','mu','qet'
5,'cle','fc','f'
11,'jhu','rsr','tgz'
10,'igo','tl','df'
4,'obr','g','s'
2,'uzp','net','mh'
1,'qg','swc','tks'
3,'yf','hl','pk'
7,'ftw','z','yfq'
11,'gq','a','c'
3,'m','tno','mm'
1,'tqp','x','c'
11,'cv','dfa','zm'
6,'p','ff','ivd'
6,'yu','sy','ar'
7,'n','wru','f'
10,'y','i','lw'
7,'z','exv','y'
10,'j','y','mz'
3,'yf','sh','ar'
7,'s','vs','mi'
2,'ozm','f','gk'
6,'kz','p','sx'
8,'x','ft','hf'
4,'qu','ll','kii'
5,'zwm','qli','q'
10,'t','d','z'
6,'qwa','b','ego'
11,'v','xu','avi'
6,'mzq','vxf','elj'
9,'u','ukv','d'
3,'o','tcg','o'
2,'q','i','eha'
11,'gn','ea','sdm'
1,'k','yzj','gb'
8,'oj','ts','pe'
1,'lbg','b','n'
2,'amj','kf','fmv'
11,'j','gxp','vuo'
8,'rwl','nhb','jff'
8,'s','x','dbz'
2,'ifm','se','s'
11,'zth','h','gf'
9,'hjc','x','scl'
10,'z','i','a'
5,'akq','b','ktq'
8,'x','fm','dlb'
11,'q','fi','r'
3,'y','hi','f'
2,'un','msq','so'
5,'ilu','hdv','dd'
11,'jiz','vfz','n'
8,'e','cst','x'
1,'mnz','g','toi'
2,'nwa','f','k'
6,'p','ud','fo'
11,'evl','kdd','sw'
11,'mwd','qo','j'
4,'krs','l','xmi'
10,'jbf','hrf','tg'
1,'bu','shk','jj'
3,'dj','tp','w'
6,'zb','osi','lvz'
9,'nc','cn','zyf'
2,'em','g','q'
6,'ta','pf','w'
7,'wlv','kt','tig'
9,'mmg','wau','tjl'
5,'oy','b','e'
9,'nxm','dkj','ne'
1,'c','eh','qhd'
1,'z','pf','kc'
3,'f','key','ucb'
2,'cv','jpi','cv'
9,'uhc','yl','bin'
4,'yqr','os','cn'
2,'kh','ek','g'
5,'t','f','kn'
10,'ize','w','cpp'
9,'idj','dq','qn'
3,'m','jw','n'
9,'j','aa','h'
11,'u','ub','c'
10,'y','fak','r'
7,'un','l','vrg'
7,'e','f','svp'
8,'koh','s','uf'
11,'fwf','e','l'
3,'fzj','q','b'
10,'t','kw','s'
8,'t','kk','l'
7,'cxf','j','ju'
11,'ldd','of','j'
1,'byv','d','ahe'
8,'sfi','ysu','j'
5,'f','z','g'
4,'jn','l','np'
8,'bbm','ei','oox'
6,'puv','bx','sap'
2,'muw','s','s'
2,'pl','jj','o'
1,'p','y','l'
4,'r','stu','sm'
5,'tqt','sr','qr'
3,'kgm','lbu','uli'
1,'hjk','e','s'
6,'zf','h','xw'
2,'njj','ude','lta'
10,'ec','v','jaf'
1,'v','bxo','g'
7,'bj','w','rmi'
4,'ldm','idc','ef'
3,'iv','ep','y'
11,'sg','u','bo'
10,'zd','dpy','bub'
1,'gou','nb','qa'
2,'iux','and','yry'
1,'b','muy','aj'
7,'an','x','nn'
8,'zdu','su','pq'
2,'pu','ndc','nd'
4,'b','adk','my'
1,'ifz','c','h'
8,'ot','ib','rzx'
6,'mtm','ql','jdy'
8,'cvd','qzf','jl'
5,'xff','dpc','nn'
8,'q','k','ah'
9,'j','s','f'
8,'jhu','d','s'
2,'ujq','v','d'
7,'dl','zq','bnh'
8,'zut','o','ram'
9,'fa','w','m'
4,'gkb','my','y'
10,'zhe','dy','hg'
10,'jl','g','xc'
7,'lf','o','mj'
10,'zsw','i','se'
2,'s','tff','e'
11,'atx','b','ad'
3,'g','x','o'
8,'ke','z','nh'
6,'mn','v','kv'
3,'y','dw','g'
7,'t','z','rc'
5,'pl','odj','q'
3,'his','mzd','hlj'
5,'tq','j','nzf'
7,'uxs','ukm','nmb'
6,'gj','pd','e'
11,'gld','mgj','nv'
4,'s','npb','rnu'
8,'zgm','uc','l'
4,'plv','jrq','qqn'
9,'wgp','vnc','c'
5,'hds','l','a'
10,'j','esu','vl'
2,'k','uu','tqv'
8,'njv','xlm','jf'
11,'loa','vdo','ev'
7,'ea','o','gd'
6,'b','ve','of'
3,'vzc','u','y'
3,'mpf','e','li'
11,'mt','fko','iah'
9,'hog','l','whc'
1,'f','lhf','jd'
5,'fx','iq','t'
3,'a','bp','k'
8,'gu','eiq','rbq'
3,'pn','vbz','jwg'
8,'ss','neu','ign'
1,'a','om','ekz'
7,'e','e','l'
2,'xm','q','bhz'
4,'u','lc','i'
4,'bkx','f','o'
9,'ltc','ki','z'
11,'p','yuh','x'
4,'kpr','d','fww'
9,'gis','lj','cz'
11,'ukq','lfe','zj'
10,'ja','wsu','xo'
11,'ru','h','l'
7,'xgi','o','b'
6,'y','j','mvc'
10,'ci','fiu','wnd'
3,'ll','qyh','d'
5,'n','em','gif'
2,'ia','x','f'
11,'anr','t','guc'
6,'wst','tv','m'
4,'m','uxi','m'
4,'pps','iys','w'
11,'zmp','fge','pig'
7,'g','sw','us'
5,'oey','dz','wv'
8,'e','p','kmx'
6,'bc','fi','ntj'
3,'l','zhz','y'
11,'jg','to','e'
5,'bwg','b','u'
9,'zpd','xwk','cy'
